14:42:00.070514 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
14:42:00.074408 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.272869 IP 192.168.48.131.51378 > 192.168.48.2.domain: 60185+ PTR? 128.48.168.192.in-addr.arpa. (45)
14:42:00.277665 IP 192.168.48.2.domain > 192.168.48.131.51378: 60185 NXDomain 0/1/0 (113)
14:42:00.366479 ARP, Request who-has 192.168.48.128 tell 192.168.48.131, length 46
14:42:00.366738 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
14:42:00.367094 IP 192.168.48.131.59705 > 192.168.48.128.1723: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.505674 IP 192.168.48.128.42510 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.505716 IP 192.168.48.128.4003 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.505799 IP 192.168.48.128.30951 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.505842 IP 192.168.48.128.700 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.505934 IP 192.168.48.128.8084 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.505978 IP 192.168.48.128.1501 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506096 IP 192.168.48.128.1864 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506150 IP 192.168.48.128.bgpd > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506232 IP 192.168.48.128.1090 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506275 IP 192.168.48.128.iscsi-target > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506357 IP 192.168.48.128.31038 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506409 IP 192.168.48.128.9080 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506543 IP 192.168.48.128.1066 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506603 IP 192.168.48.128.5560 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506689 IP 192.168.48.128.xtell > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506773 IP 192.168.48.128.40911 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506816 IP 192.168.48.128.urd > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506908 IP 192.168.48.128.9111 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.506997 IP 192.168.48.128.3370 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507051 IP 192.168.48.128.git > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507132 IP 192.168.48.128.555 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507174 IP 192.168.48.128.32772 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507261 IP 192.168.48.128.8042 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507304 IP 192.168.48.128.9091 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507431 IP 192.168.48.128.1104 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507522 IP 192.168.48.128.212 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507655 IP 192.168.48.128.4006 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507713 IP 192.168.48.128.4002 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507827 IP 192.168.48.128.1077 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.507929 IP 192.168.48.128.1040 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508015 IP 192.168.48.128.4242 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508070 IP 192.168.48.128.1002 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508175 IP 192.168.48.128.1234 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508230 IP 192.168.48.128.8010 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508313 IP 192.168.48.128.2301 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508406 IP 192.168.48.128.2099 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508494 IP 192.168.48.128.9900 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508551 IP 192.168.48.128.1126 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508633 IP 192.168.48.128.1069 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508676 IP 192.168.48.128.2191 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508759 IP 192.168.48.128.8400 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508802 IP 192.168.48.128.6106 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.508895 IP 192.168.48.128.32785 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509006 IP 192.168.48.128.15742 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509067 IP 192.168.48.128.4111 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509148 IP 192.168.48.128.32 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509192 IP 192.168.48.128.999 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509273 IP 192.168.48.128.8193 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509315 IP 192.168.48.128.1057 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509407 IP 192.168.48.128.2008 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509505 IP 192.168.48.128.1443 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509562 IP 192.168.48.128.3914 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509605 IP 192.168.48.128.255 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509688 IP 192.168.48.128.ms-sql-s > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509731 IP 192.168.48.128.8045 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509814 IP 192.168.48.128.3659 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509857 IP 192.168.48.128.ingreslock > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.509950 IP 192.168.48.128.1666 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510030 IP 192.168.48.128.afpovertcp > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510075 IP 192.168.48.128.1594 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510222 IP 192.168.48.128.3333 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510238 IP 192.168.48.128.2043 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510343 IP 192.168.48.128.33 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510357 IP 192.168.48.128.chargen > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510472 IP 192.168.48.128.3030 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510488 IP 192.168.48.128.4343 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510596 IP 192.168.48.128.5952 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510611 IP 192.168.48.128.2522 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.510716 IP 192.168.48.128.49155 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512003 IP 192.168.48.128.6123 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512041 IP 192.168.48.128.888 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512091 IP 192.168.48.128.1042 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512103 IP 192.168.48.128.259 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512130 IP 192.168.48.128.50800 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512142 IP 192.168.48.128.8200 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512169 IP 192.168.48.128.9100 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512181 IP 192.168.48.128.nameserver > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512213 IP 192.168.48.128.5810 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512225 IP 192.168.48.128.38292 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512252 IP 192.168.48.128.6789 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.512263 IP 192.168.48.128.9415 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.514089 IP 192.168.48.131.59705 > 192.168.48.128.microsoft-ds: Flags [R], seq 330613840, win 0, length 0
14:42:01.514362 IP 192.168.48.131.59705 > 192.168.48.128.bacula-fd: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.514800 IP 192.168.48.131.59705 > 192.168.48.128.15000: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.515060 IP 192.168.48.131.59705 > 192.168.48.128.5631: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.515442 IP 192.168.48.131.59705 > 192.168.48.128.1309: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.515665 IP 192.168.48.131.59705 > 192.168.48.128.10626: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.516061 IP 192.168.48.131.59705 > 192.168.48.128.21571: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.516271 IP 192.168.48.131.59705 > 192.168.48.128.1137: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.516653 IP 192.168.48.131.59705 > 192.168.48.128.5825: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.516799 IP 192.168.48.131.59705 > 192.168.48.128.6389: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517084 IP 192.168.48.131.59705 > 192.168.48.128.1974: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517216 IP 192.168.48.131.59705 > 192.168.48.128.4444: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517328 IP 192.168.48.131.59705 > 192.168.48.128.3017: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517498 IP 192.168.48.131.59705 > 192.168.48.128.1023: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517625 IP 192.168.48.131.59705 > 192.168.48.128.x11-4: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517742 IP 192.168.48.131.59705 > 192.168.48.128.1688: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517853 IP 192.168.48.131.59705 > 192.168.48.128.1600: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.517871 IP 192.168.48.131.59705 > 192.168.48.128.32778: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.518023 IP 192.168.48.131.59705 > 192.168.48.128.9009: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.518124 IP 192.168.48.131.59705 > 192.168.48.128.3013: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.518235 IP 192.168.48.131.59705 > 192.168.48.128.daap: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.521126 IP 192.168.48.131.59705 > 192.168.48.128.ripd: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.521732 IP 192.168.48.131.59705 > 192.168.48.128.1658: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.522372 IP 192.168.48.131.59705 > 192.168.48.128.2046: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.522591 IP 192.168.48.131.59705 > 192.168.48.128.3814: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.522712 IP 192.168.48.131.59705 > 192.168.48.128.8022: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.522820 IP 192.168.48.131.59705 > 192.168.48.128.7512: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.522943 IP 192.168.48.131.59705 > 192.168.48.128.1417: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523057 IP 192.168.48.131.59705 > 192.168.48.128.2399: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523167 IP 192.168.48.131.59705 > 192.168.48.128.8093: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523186 IP 192.168.48.131.59705 > 192.168.48.128.144: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523313 IP 192.168.48.131.59705 > 192.168.48.128.3168: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523452 IP 192.168.48.131.59705 > 192.168.48.128.proofd: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523580 IP 192.168.48.131.59705 > 192.168.48.128.24800: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523598 IP 192.168.48.131.59705 > 192.168.48.128.rmtcfg: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523726 IP 192.168.48.131.59705 > 192.168.48.128.9002: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523819 IP 192.168.48.131.59705 > 192.168.48.128.5963: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.523942 IP 192.168.48.131.59705 > 192.168.48.128.3077: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524056 IP 192.168.48.131.59705 > 192.168.48.128.49153: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524165 IP 192.168.48.131.59705 > 192.168.48.128.vopied: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524273 IP 192.168.48.131.59705 > 192.168.48.128.aol: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524382 IP 192.168.48.131.59705 > 192.168.48.128.84: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524416 IP 192.168.48.131.59705 > 192.168.48.128.gopher: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524552 IP 192.168.48.131.59705 > 192.168.48.128.1112: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524651 IP 192.168.48.131.59705 > 192.168.48.128.10010: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524763 IP 192.168.48.131.59705 > 192.168.48.128.2968: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524781 IP 192.168.48.131.59705 > 192.168.48.128.zope-ftp: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.524932 IP 192.168.48.131.59705 > 192.168.48.128.rootd: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.525040 IP 192.168.48.131.59705 > 192.168.48.128.10617: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.525175 IP 192.168.48.131.59705 > 192.168.48.128.8181: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.525272 IP 192.168.48.131.59705 > 192.168.48.128.ftps: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.525379 IP 192.168.48.131.59705 > 192.168.48.128.5510: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.525523 IP 192.168.48.131.59705 > 192.168.48.128.10215: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.525877 IP 192.168.48.131.59705 > 192.168.48.128.1165: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526030 IP 192.168.48.131.59705 > 192.168.48.128.whois: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526141 IP 192.168.48.131.59705 > 192.168.48.128.1048: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526251 IP 192.168.48.131.59705 > 192.168.48.128.3828: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526360 IP 192.168.48.131.59705 > 192.168.48.128.1287: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526377 IP 192.168.48.131.59705 > 192.168.48.128.3372: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526535 IP 192.168.48.131.59705 > 192.168.48.128.49152: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526639 IP 192.168.48.131.59705 > 192.168.48.128.7999: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526745 IP 192.168.48.131.59705 > 192.168.48.128.6567: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526857 IP 192.168.48.131.59705 > 192.168.48.128.6901: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.526984 IP 192.168.48.131.59705 > 192.168.48.128.1011: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527003 IP 192.168.48.131.59705 > 192.168.48.128.2030: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527133 IP 192.168.48.131.59705 > 192.168.48.128.99: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527150 IP 192.168.48.131.59705 > 192.168.48.128.44443: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527284 IP 192.168.48.131.59705 > 192.168.48.128.3283: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527383 IP 192.168.48.131.59705 > 192.168.48.128.1058: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527523 IP 192.168.48.131.59705 > 192.168.48.128.7921: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.527641 IP 192.168.48.131.59705 > 192.168.48.128.1032: Flags [S], seq 330613839, win 1024, options [mss 1460], length 0
14:42:01.528982 IP 192.168.48.128.bacula-fd > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529122 IP 192.168.48.128.15000 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529138 IP 192.168.48.128.5631 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529198 IP 192.168.48.128.1309 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529211 IP 192.168.48.128.10626 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529339 IP 192.168.48.128.21571 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529354 IP 192.168.48.128.1137 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529483 IP 192.168.48.128.5825 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529499 IP 192.168.48.128.6389 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529608 IP 192.168.48.128.1974 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
14:42:01.529701 IP 192.168.48.128.4444 > 192.168.48.131.59705: Flags [R.], seq 0, ack 330613840, win 0, length 0
